reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
27,50,21,1,5,12,2,74.065332,,74.0505727,74.065332,75.0497629,75.0497629,75.0664394,79.2726064,t,4.2158325,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,1,6,13,3,79.2878129,,79.2735541,79.2878129,80.2885539,80.2885539,80.2885539,82.1423682,t,1.8512259,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
49,60,89,2,0,14,4,82.1575771,,82.1434446,82.1575771,83.1587443,83.1587443,83.1587443,85.0955408,t,1.9280668,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,2,1,15,3,85.1108272,,85.0962056,85.1108272,86.0951841,86.0951841,86.1120592,87.4813989,t,1.3737816,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
78,80,162,2,2,16,6,87.4969507,,87.4820123,87.4969507,88.481376,88.481376,88.4981734,90.0176381,t,1.5190073,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,2,3,17,1,90.0326356,,90.0182986,90.0326356,91.01711,91.01711,91.0342333,93.0387901,l,2.0079662,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
11,30,7,2,4,18,0,93.05319,,93.039946,93.05319,94.0543342,94.0543342,94.0543342,100.113404,l,6.0562778,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
27,50,21,2,5,19,2,100.1278105,,100.1150068,100.1278105,101.1285677,101.1285677,101.1285677,105.4357218,l,4.2914554,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
67,75,119,2,6,20,5,105.4503113,,105.436879,105.4503113,106.4515316,106.4515316,106.4515316,110.0910683,t,3.6333362,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
67,75,119,3,0,21,5,110.1054386,,110.0921313,110.1054386,111.1067491,111.1067491,111.1067491,115.329882,t,4.2171379,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,3,1,22,1,115.3448385,,115.330966,115.3448385,116.3457069,116.3457069,116.3457069,122.0695677,l,5.7081591,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
11,30,7,3,2,23,0,122.0848115,,122.0704266,122.0848115,123.0699741,123.0699741,123.086538,126.9423353,l,3.8555074,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
49,60,89,3,3,24,4,126.9568006,,126.9434201,126.9568006,127.9587937,127.9587937,127.9587937,132.3313991,t,4.3601523,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
27,50,21,3,4,25,2,132.3466415,,132.3324823,132.3466415,133.3309827,133.3309827,133.3478329,142.9766848,l,9.6355659,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,3,5,26,3,142.9913871,,142.9780636,142.9913871,143.9927113,143.9927113,143.9927113,145.4631286,t,1.4638041,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
78,80,162,3,6,27,6,145.47788,,145.4646185,145.47788,146.4790496,146.4790496,146.4790496,148.833368,t,2.3521818,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
27,50,21,4,0,28,2,148.8475608,,148.8344264,148.8475608,149.8491995,149.8491995,149.8491995,153.4217616,l,3.5658775,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
11,30,7,4,1,29,0,153.4363706,,153.4228733,153.4363706,154.4429013,154.4429013,154.4429013,155.8245843,t,1.3699595,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
49,60,89,4,2,30,4,155.838433,,155.8255748,155.838433,156.8403646,156.8403646,156.8403646,163.533083,t,6.6825119,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,4,3,31,3,163.5472712,,163.5341241,163.5472712,164.549414,164.549414,164.549414,167.3704346,t,2.8095336,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,4,4,32,1,167.3849571,,167.3716437,167.3849571,168.3864582,168.3864582,168.3864582,170.707448,l,2.3052713,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
78,80,162,4,5,33,6,170.7216664,,170.7084354,170.7216664,171.7233895,171.7233895,171.7233895,175.312836,t,3.572866,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
67,75,119,4,6,34,5,175.3269457,,175.3148411,175.3269457,176.3285173,176.3285173,176.3285173,180.5352037,t,4.1985674,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,5,0,35,1,180.550451,,180.5363815,180.550451,181.5516481,181.5516481,181.5516481,188.460443,l,6.8970283,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
78,80,162,5,1,36,6,188.4747884,,188.46167,188.4747884,189.476278,189.476278,189.476278,192.447834,t,2.9562916,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
27,50,21,5,2,37,2,192.4627937,,192.4489076,192.4627937,193.466001,193.466001,193.466001,195.0841486,t,1.6126222,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
67,75,119,5,3,38,5,195.0991578,,195.0852289,195.0991578,196.1002997,196.1002997,196.1002997,197.2206182,t,1.1139417,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
49,60,89,5,4,39,4,197.2346607,,197.2218002,197.2346607,198.2359699,198.2359699,198.2359699,199.8896739,t,1.6516411,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,5,5,40,3,199.9040899,,199.890782,199.9040899,200.8890078,200.8890078,200.9056037,202.5090797,t,1.6133442,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
11,30,7,5,6,41,0,202.5244488,,202.5101663,202.5244488,203.5246893,203.5246893,203.5246893,204.7944132,l,1.2578811,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
67,75,119,6,0,42,5,204.8096528,,204.7953629,204.8096528,205.7945955,205.7945955,205.8112176,207.848054,t,2.0425232,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
27,50,21,6,1,43,2,207.8628767,,207.8492174,207.8628767,208.8477957,208.8477957,208.8643148,210.6678592,l,1.8036572,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
49,60,89,6,2,44,4,210.682854,,210.6694155,210.682854,211.6841074,211.6841074,211.6841074,221.0470877,t,9.3574985,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
78,80,162,6,3,45,6,221.0613215,,221.0482165,221.0613215,222.0622543,222.0622543,222.0622543,224.483094,t,2.4186529,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,6,4,46,3,224.4975191,,224.4837509,224.4975191,225.4826228,225.4826228,225.4993703,227.7705241,t,2.2814367,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
11,30,7,6,5,47,0,227.7850822,,227.7716216,227.7850822,228.7863282,228.7863282,228.7863282,230.1064346,l,1.3063488,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,6,6,48,1,230.1210727,,230.1082673,230.1210727,231.1224926,231.1224926,231.1224926,232.4594087,l,1.3320846,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
11,30,7,7,0,49,0,232.4742022,,232.4605985,232.4742022,233.4748348,233.4748348,233.4748348,235.6454439,l,2.1606729,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
27,50,21,7,1,50,2,235.660249,,235.6466,235.660249,236.6451801,236.6451801,236.6618047,240.5341624,l,3.8807276,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
78,80,162,7,2,51,6,240.5491748,,240.535359,240.5491748,241.5338477,241.5338477,241.5510881,242.9036107,t,1.3548628,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,7,3,52,3,242.9186602,,242.9046502,242.9186602,243.9196082,243.9196082,243.9196082,244.5217552,t,0.5864531,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
67,75,119,7,4,53,5,244.536496,,244.5228538,244.536496,245.5209776,245.5209776,245.537945,246.3233325,t,0.7873412,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,7,5,54,1,246.3387657,,246.3243298,246.3387657,247.3232734,247.3232734,247.3400142,248.1764214,t,0.8480526,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
49,60,89,7,6,55,4,248.1916053,,248.177597,248.1916053,249.1927886,249.1927886,249.1927886,251.1459381,t,1.9438582,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
49,60,89,8,0,56,4,251.1606801,,251.1472188,251.1606801,252.1622818,252.1622818,252.1622818,252.964859,t,0.7869005,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
78,80,162,8,1,57,6,252.9791138,,252.9660389,252.9791138,253.980915,253.980915,253.980915,255.0507986,t,1.0617135,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
67,75,119,8,2,58,5,255.065044,,255.0519869,255.065044,256.0663879,256.0663879,256.0663879,258.8211529,t,2.7497859,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,8,3,59,1,258.8356308,,258.8221196,258.8356308,259.8205637,259.8205637,259.8373757,260.9902184,l,1.1533276,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
11,30,7,8,4,60,0,261.0059406,,260.9913659,261.0059406,262.0067022,262.0067022,262.0067022,262.5087513,l,0.4899183,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
27,50,21,8,5,61,2,262.5235121,,262.5099148,262.5235121,263.5246363,263.5246363,263.5246363,264.1608577,l,0.6330041,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,8,6,62,3,264.1753155,,264.1620932,264.1753155,265.1763117,265.1763117,265.1763117,267.4639903,t,2.2798294,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
78,80,162,9,0,63,6,267.4785498,,267.4651572,267.4785498,268.4801984,268.4801984,268.4801984,269.2658354,t,0.7790102,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,9,1,64,3,269.2811828,,269.2669381,269.2811828,270.265695,270.265695,270.282171,270.852257,t,0.5846016,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
11,30,7,9,2,65,0,270.8669408,,270.8534474,270.8669408,271.8670725,271.8670725,271.8670725,273.8200052,l,1.9486401,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
27,50,21,9,3,66,2,273.8349703,,273.8210104,273.8349703,274.8202948,274.8202948,274.8373375,276.1729801,l,1.3496805,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,9,4,67,1,276.1879029,,276.1737671,276.1879029,277.1726755,277.1726755,277.1892647,277.8761603,l,0.6878281,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
49,60,89,9,5,68,4,277.8900804,,277.876961,277.8900804,278.8915655,278.8915655,278.8915655,280.1111886,t,1.2079101,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
67,75,119,9,6,69,5,280.1260393,,280.1123555,280.1260393,281.1278627,281.1278627,281.1278627,282.6474562,t,1.5081033,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
27,50,21,10,0,70,2,282.6618697,,282.6486135,282.6618697,283.6472087,283.6472087,283.6633681,285.2001822,l,1.5385482,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
67,75,119,10,1,71,5,285.2150066,,285.2014115,285.2150066,286.1997928,286.1997928,286.2161554,289.2049474,t,3.002157,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
49,60,89,10,2,72,4,289.2191954,,289.2061706,289.2191954,290.2205528,290.2205528,290.2205528,290.9900755,t,0.7565862,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,10,3,73,3,291.0046907,,290.9912627,291.0046907,292.0049804,292.0049804,292.0049804,292.775306,t,0.7554014,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
78,80,162,10,4,74,6,292.7898236,,292.7765244,292.7898236,293.7910575,293.7910575,293.7910575,294.3107438,t,0.5149174,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
11,30,7,10,5,75,0,294.3256072,,294.311838,294.3256072,295.3264717,295.3264717,295.3264717,295.9958837,l,0.6559848,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,10,6,76,1,296.0101393,,295.9970633,296.0101393,297.0116784,297.0116784,297.0116784,297.6470251,l,0.6198587,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
27,50,21,11,0,77,2,297.6617062,,297.6481844,297.6617062,298.6635294,298.6635294,298.6635294,299.2155532,l,0.5420035,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,11,1,78,3,299.2303399,,299.2167321,299.2303399,300.2319576,300.2319576,300.2319576,301.6520522,t,1.4152509,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
11,30,7,11,2,79,0,301.6664668,,301.6536907,301.6664668,302.6680419,302.6680419,302.6680419,304.1381514,l,1.4620455,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
49,60,89,11,3,80,4,304.1525419,,304.1394279,304.1525419,305.1537598,305.1537598,305.1537598,306.1737087,t,1.0163157,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
67,75,119,11,4,81,5,306.1885582,,306.174941,306.1885582,307.1894416,307.1894416,307.1894416,307.8584436,t,0.6541043,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
78,80,162,11,5,82,6,307.8742753,,307.8596749,307.8742753,308.8757471,308.8757471,308.8757471,311.6295665,t,2.7372245,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,11,6,83,1,311.650089,,311.6343022,311.650089,312.6453647,312.6453647,312.6623354,314.7002544,l,2.0485727,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
67,75,119,12,0,84,5,314.7151022,,314.7014103,314.7151022,315.7154389,315.7154389,315.7154389,319.3214803,t,3.5971482,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
27,50,21,12,1,85,2,319.3362721,,319.3227355,319.3362721,320.3371811,320.3371811,320.3371811,322.2410399,t,1.8870671,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,12,2,86,1,322.2556144,,322.2421109,322.2556144,323.2571574,323.2571574,323.2571574,324.8439361,l,1.570525,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
78,80,162,12,3,87,6,324.8583011,,324.8451298,324.8583011,325.8599702,325.8599702,325.8599702,327.4803544,l,1.618209,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
11,30,7,12,4,88,0,327.4950479,,327.4814636,327.4950479,328.4796409,328.4796409,328.4960802,331.1515368,l,2.6682581,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
49,60,89,12,5,89,4,331.166128,,331.1526502,331.166128,332.1665131,332.1665131,332.1665131,333.2703738,t,1.0988077,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,12,6,90,3,333.2851298,,333.2715534,333.2851298,334.2859305,334.2859305,334.2859305,335.2395295,t,0.9480795,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
11,30,7,13,0,91,0,335.2531057,,335.240641,335.2531057,336.2547259,336.2547259,336.2547259,337.491158,l,1.2215534,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,13,1,92,1,337.50645,,337.4923527,337.50645,338.5073429,338.5073429,338.5073429,339.6107571,l,1.0996069,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
49,60,89,13,2,93,4,339.6254914,,339.6118771,339.6254914,340.6262555,340.6262555,340.6262555,341.3285821,t,0.6871505,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,13,3,94,3,341.3431529,,341.3296683,341.3431529,342.3449271,342.3449271,342.3449271,344.4165899,t,2.0652528,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
78,80,162,13,4,95,6,344.4301718,,344.4177806,344.4301718,345.4316605,345.4316605,345.4316605,346.3841041,t,0.9366351,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
27,50,21,13,5,96,2,346.3990665,,346.3852936,346.3990665,347.3837356,347.3837356,347.4007112,348.0354876,l,0.6347264,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
67,75,119,13,6,97,5,348.0503885,,348.0364146,348.0503885,349.0357264,349.0357264,349.0520047,349.9053893,t,0.8614307,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
40,55,62,14,0,98,3,349.9198393,,349.9065077,349.9198393,350.9208357,350.9208357,350.9208357,351.5242978,t,0.6014069,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
15,35,13,14,1,99,1,351.5394633,,351.5258907,351.5394633,352.5393991,352.5393991,352.5393991,353.2253044,l,0.6691041,None,499348,1,2024-11-13_20h44.19.289,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 20h44.27.330959 +0530
